搒摴晎導,巗嬫挰懞,旔擄強柤,廧強,堒搙,宱搙,旔擄強,堦帪旔擄強,峀堟旔擄強,抧恔,晽悈奞,捗攇,廂梕恖悢,旛拁昳,旛峫
幁帣搰導,枍嶈巗,忋抾拞岞柉娰,幁帣搰導枍嶈巗,31.308783643645,130.26002758407,-,-,-,0,1,0,,,堦帪旔擄応強
幁帣搰導,慮墬孲戝嶈挰,戝嶈彫妛峑,幁帣搰導慮墬孲戝嶈挰壖廻910斣抧,31.428733184465,131.00409934431,1,0,0,-,-,-,100恖,,旔擄応強丒旔擄強
幁帣搰導,埳嵅巗,晍寁抧嬫懡栚揑廤夛巤愝,幁帣搰導埳嵅巗戝岥嶳栰3195-1,32.165968924801,130.59663543618,1,0,0,-,-,-,,,嵭奞帪旔擄応強
幁帣搰導,嶧杸愳撪巗,偒傫偐傫偺棦傆傟偁偄娰,幁帣搰導嶧杸愳撪巗塝擵柤5264-7,31.767122226222,130.46675947535,1,0,0,0,1,0,115恖,,巜掕旔擄強
幁帣搰導,撿偝偮傑巗,姳壨嬫岞柉娰,幁帣搰導撿偝偮傑巗,31.359943893859,130.28658303235,1,0,0,-,-,-,,,旔擄強
幁帣搰導,弌悈巗,崅旜栰彫妛峑,幁帣搰導弌悈巗崅旜栰挰幠堷1559,32.061746189606,130.29730116246,1,0,0,1,1,0,,,巜掕旔擄強
幁帣搰導,巙晍巙巗,朒尨彫妛峑,幁帣搰導巙晍巙巗桳柧挰朒尨815斣抧,31.481314367122,131.02887699849,1,0,0,-,-,-,,,旔擄応強乮侾師奐愝乯
幁帣搰導,戝搰孲塅専懞,愇椙岞柉娰,幁帣搰導戝搰孲塅専懞愇椙21847-1,28.269895079007,129.31179570722,1,0,0,-,-,-,100恖,,旔擄応強
幁帣搰導,戝搰孲揤忛挰,壀慜惗妶娰,幁帣搰導戝搰孲揤忛挰壀慜1200,27.838565513612,128.89755879125,1,0,0,-,-,-,100恖,,旔擄強
幁帣搰導,娞懏孲嬔峕挰,榁恖暉巸僙儞僞乕,幁帣搰導娞懏孲嬔峕挰攏応9,31.242616224639,130.78456458713,1,0,0,-,-,-,,,旔擄強
幁帣搰導,撿嬨廈巗,憵弌峑嬫岞柉娰,幁帣搰導撿嬨廈巗抦棗挰惣尦5496-1,31.339293551704,130.41830134914,1,0,0,-,-,-,160恖,,旔擄強
幁帣搰導,戝搰孲塅専懞,壆撦岞柉娰,幁帣搰導戝搰孲塅専懞壆撦67,28.26218687843,129.18551275059,1,0,0,-,-,-,100恖,,旔擄応強
幁帣搰導,柖搰巗,崙暘拞妛峑,幁帣搰導柖搰巗惔悈1-16-14,31.750045168707,130.77443143931,1,0,0,-,-,-,,,俀師旔擄強
幁帣搰導,墏旤巗,暯揷挰4斣抧撪,幁帣搰導墏旤巗,28.363476171332,129.50228752191,-,-,-,-,-,-,,,堦帪旔擄応強
幁帣搰導,墏旤巗,崙摴58崋乮庤壴晹曽柺乯,幁帣搰導墏旤巗妢棙挰愒栘柤棦,28.446218068246,129.67325353475,-,-,-,1,0,1,,,堦帪旔擄応強
幁帣搰導,嶧杸愳撪巗,壏愹嬫岞柉娰,幁帣搰導嶧杸愳撪巗巗斾栰2474-5,31.79406339916,130.40457351539,1,0,0,0,1,0,70恖,,巜掕旔擄強
幁帣搰導,娞懏孲娞晅挰,撪擵塝憤崌巟強,幁帣搰導娞懏孲娞晅挰撿曽2643,31.279424062956,131.07473778752,1,0,0,-,-,-,200恖,,梊掕旔擄応強丒暉巸旔擄強
幁帣搰導,撿偝偮傑巗,愳敤彫妛峑,幁帣搰導撿偝偮傑巗壛悽揷愳敤4253,31.413091362278,130.3365554039,1,0,0,-,-,-,,,旔擄強
幁帣搰導,柖搰巗,杚墍暘抍墂慜晹徚杊媗強,幁帣搰導柖搰巗廻孍揷169-44,31.869495805417,130.7350757254,1,0,0,-,-,-,,,俀師旔擄強
幁帣搰導,孎栄孲壆媣搰挰,妜撿拞妛峑,幁帣搰導孎栄孲壆媣搰挰彫搰63-23,30.237096720756,130.53521004747,1,0,0,-,-,-,1569恖,,旔擄強
幁帣搰導,娞懏孲搶孁椙挰,抮擵尨彫妛峑,幁帣搰導娞懏孲搶孁椙挰抮擵尨2864,31.394685105348,130.96842209385,1,0,0,-,-,-,500恖,,旔擄強
幁帣搰導,埳嵅巗,嶳栰婎姴廤棊僙儞僞乕,幁帣搰導埳嵅巗戝岥嶳栰5156,32.100927510713,130.57614252618,1,0,0,-,-,-,,,嵭奞帪旔擄応強
幁帣搰導,戝搰孲棿嫿挰,愳撪傊偒抧廤夛強,幁帣搰導戝搰孲棿嫿挰戝彑1495斣抧,28.39601430083,129.57522697151,-,-,-,1,1,1,,,巜掕嬞媫旔擄強丒巜掕旔擄強
幁帣搰導,垻媣崻巗,揷戙壓抧嬫廤夛巤愝,幁帣搰導垻媣崻巗掃愳撪8149斣抧壋2,32.015578086295,130.26703805583,1,0,0,-,-,-,50恖,,巜掕旔擄強
幁帣搰導,嶧杸愳撪巗,廧柉惗妶僙儞僞乕,幁帣搰導嶧杸愳撪巗庤懪509,31.633208004437,129.71133088192,1,0,0,0,1,0,60恖,,巜掕旔擄強
幁帣搰導,垿椙孲桸悈挰,旻嶈岞柉娰,幁帣搰導垿椙孲桸悈挰杒曽1800-6,31.956531639599,130.71329673873,1,0,0,0,1,0,,,旔擄応強
幁帣搰導,嶧杸愳撪巗,暯惉拞妛峑,幁帣搰導嶧杸愳撪巗忛忋挰610,31.871155000558,130.3044719574,-,-,-,0,1,0,470恖,,巜掕旔擄応強丒巜掕旔擄強
幁帣搰導,撿偝偮傑巗,挿扟僐儈儏僯僥傿徚杊僙儞僞乕,幁帣搰導撿偝偮傑巗,31.483082043344,130.44315543732,1,0,0,-,-,-,,,戞侾旔擄強
幁帣搰導,戝搰孲榓攽挰,惣尨帤岞柉娰,幁帣搰導戝搰孲榓攽挰惣尨1091-1,27.42080064841,128.66649926084,1,0,0,1,1,0,50恖,,旔擄応強丒旔擄強
幁帣搰導,慮墬孲戝嶈挰,旽揷拞妛峑,幁帣搰導慮墬孲戝嶈挰旽揷1469斣抧,31.444585276828,131.04033800638,1,0,0,-,-,-,100恖,,旔擄応強丒旔擄強
幁帣搰導,幁壆巗,揷嶈彫懱堢娰,幁帣搰導幁壆巗愳惣挰4780,31.365846773225,130.8764033153,1,0,0,-,-,-,,,旔擄強
幁帣搰導,枍嶈巗,昒愊揷岞柉娰,幁帣搰導枍嶈巗,31.275637979131,130.34588368807,-,-,-,0,1,0,,,堦帪旔擄応強
幁帣搰導,弌悈孲挿搰挰,埳搨彫妛峑,幁帣搰導弌悈孲挿搰挰戦憙4263,32.213848463848,130.20698321934,1,0,0,-,-,-,,,嵭奞帪旔擄応強
幁帣搰導,柖搰巗,嵅乆栘彫妛峑,幁帣搰導柖搰巗壓僲920-6,31.873537229267,130.70942714932,1,0,0,-,-,-,,,侾師旔擄強
幁帣搰導,戝搰孲悾屗撪挰,抦擵塝暘娰,幁帣搰導戝搰孲悾屗撪挰戝帤抦擵塝,28.163127584593,129.26333126027,1,0,0,-,-,-,100恖,,旔擄応強
幁帣搰導,戝搰孲埳愬挰,將揷晍拞妛峑懱堢娰,幁帣搰導戝搰孲埳愬挰將揷晍327,27.711536194561,128.90875555214,1,0,0,-,-,-,240恖,,旔擄応強
幁帣搰導,嶧杸愳撪巗,搩擵尨擇嬫岞柉娰,幁帣搰導嶧杸愳撪巗搩擵尨10605,31.804352638723,130.39833838201,1,0,0,0,1,0,60恖,,巜掕旔擄強
幁帣搰導,幁壆巗,壓杧岞柉娰,幁帣搰導幁壆巗壓杧挰2975-2,31.353497120694,130.84777536576,1,0,0,-,-,-,,,旔擄強
幁帣搰導,墏旤巗,庤壴晹彫妛峑,幁帣搰導墏旤巗妢棙挰庤壴晹2811,28.43846970736,129.66393284733,1,0,0,1,1,1,,,旔擄強
幁帣搰導,戝搰孲埳愬挰,憤崌懱堢娰,幁帣搰導戝搰孲埳愬挰埳愬3071-1,27.688417865261,128.94245511583,1,0,0,-,-,-,850恖,,旔擄応強
幁帣搰導,墏旤巗,嵅戝孎挰11斣抧撪,幁帣搰導墏旤巗,28.387358450502,129.50659161223,-,-,-,-,-,-,,,堦帪旔擄応強
幁帣搰導,柖搰巗,崙暘撿彫妛峑,幁帣搰導柖搰巗壓堜2109,31.713721049352,130.78664261885,1,0,0,-,-,-,,,俀師旔擄強
幁帣搰導,幁壆巗,嵶嶳揷暘娰乮嵶嶳揷峑嬫岞柉娰乯,幁帣搰導幁壆巗孁椙挰嵶嶳揷4945-1,31.438975967712,130.91542224583,1,0,0,-,-,-,,,旔擄強
幁帣搰導,柖搰巗,柖搰彫妛峑,幁帣搰導柖搰巗揷岥2255,31.848706904529,130.86230718444,1,0,0,-,-,-,,,侾師旔擄強
幁帣搰導,柖搰巗,捤榚岞柉娰,幁帣搰導柖搰巗忋擵抜2283-9,31.682613093938,130.86239958203,1,0,0,-,-,-,,,侾師旔擄強
幁帣搰導,偄偪偒孁栘栰巗,摥偔彈惈偺壠,幁帣搰導偄偪偒孁栘栰巗怴惗挰183,31.710209984702,130.26511944073,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,嶧杸愳撪巗,惣曽抧嬫僐儈儏僯僥傿僙儞僞乕,幁帣搰導嶧杸愳撪巗惣曽挰3311,31.917024895817,130.22407189062,1,0,0,0,1,0,190恖,,巜掕旔擄強
幁帣搰導,巜廻巗,嬍棙岞柉娰,幁帣搰導巜廻巗,31.246904246721,130.62942355462,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,幁壆巗,搶尨彫懱堢娰,幁帣搰導幁壆巗搶尨挰5964-1,31.424626970617,130.88264793159,1,0,0,-,-,-,,,嬞媫旔擄峀応丒旔擄強
幁帣搰導,戝搰孲抦柤挰,悾棙妎徚杊僙儞僞乕,幁帣搰導戝搰孲抦柤挰悾棙妎1287,27.338387471628,128.57997507954,1,0,0,-,-,-,70恖,,旔擄応強丒旔擄強
幁帣搰導,嶧杸愳撪巗,孷摎堾巟強,幁帣搰導嶧杸愳撪巗壓庤67,31.870631443973,130.4956471103,1,0,0,0,1,0,30恖,,巜掕旔擄強
幁帣搰導,弌悈孲挿搰挰,戦憙彫妛峑,幁帣搰導弌悈孲挿搰挰戦憙1890,32.200559698517,130.17713548402,1,0,0,-,-,-,,,嵭奞帪旔擄応強
幁帣搰導,悅悈巗,怴忛抧嬫岞柉娰,幁帣搰導悅悈巗怴忛3452斣抧,31.437692180099,130.74512164336,1,0,0,-,-,-,77恖,,戞侾師旔擄強
幁帣搰導,孎栄孲壆媣搰挰,埨朳懱堢娰,幁帣搰導孎栄孲壆媣搰挰埨朳304-1,30.315895387982,130.65445855915,1,0,0,-,-,-,1078恖,,旔擄強
幁帣搰導,戝搰孲摽擵搰挰,嶳彫妛峑,幁帣搰導戝搰孲摽擵搰挰嶳1808,27.86675332348,128.95676508833,1,0,0,-,-,-,,,旔擄強
幁帣搰導,墏旤巗,椦摴嶳娫巟慄,幁帣搰導墏旤巗,28.234278901339,129.42685658952,-,-,-,-,-,-,,,堦帪旔擄応強
幁帣搰導,垿椙孲桸悈挰,桍娵廤夛強,幁帣搰導垿椙孲桸悈挰愳惣8115,32.014723326399,130.73967131782,1,0,0,0,1,0,,,旔擄応強
幁帣搰導,擔抲巗,擔媑拞墰岞柉娰,幁帣搰導擔抲巗擔媑挰擔抲379-1,31.58943359995,130.34601159702,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,枍嶈巗,棫恄僙儞僞乕,幁帣搰導枍嶈巗戝捤撿挰129,31.268460987228,130.27692539853,1,0,0,0,1,0,100恖,,戞堦旔擄強
幁帣搰導,娞懏孲撿戝嬿挰,嵅懡嶳懞岎棳巤愝,幁帣搰導娞懏孲撿戝嬿挰嵅懡埳嵗晘3474斣抧,31.089028676889,130.69803644661,1,0,0,-,-,-,,,旔擄強
幁帣搰導,柖搰巗,暉嶳妶惈壔僙儞僞乕,幁帣搰導柖搰巗暉嶳6268-50,31.661680880041,130.84355087369,1,0,0,-,-,-,,,侾師旔擄強
幁帣搰導,孎栄孲壆媣搰挰,壆媣搰棧搰奐敪憤崌僙儞僞乕,幁帣搰導孎栄孲壆媣搰挰媨擵塝1593,30.420470579928,130.56813632945,1,0,0,-,-,-,1241恖,,旔擄強
幁帣搰導,戝搰孲抦柤挰,壓暯愳彫妛峑,幁帣搰導戝搰孲抦柤挰壓暯愳412,27.358903767705,128.59974686337,1,0,0,-,-,-,200恖,,旔擄応強丒旔擄強
幁帣搰導,嶧杸愳撪巗,錫柎揷抧嬫僐儈儏僯僥傿僙儞僞乕,幁帣搰導嶧杸愳撪巗錫柎揷296-1,31.823865810857,130.49328280679,1,0,0,0,1,0,160恖,,巜掕旔擄強
幁帣搰導,撿偝偮傑巗,姳戱岞柉娰,幁帣搰導撿偝偮傑巗,31.385839718024,130.21882930309,1,0,0,-,-,-,,,旔擄強
幁帣搰導,垿椙巗,彫愳撪抧嬫偄偒偄偒岎棳僙儞僞乕,幁帣搰導垿椙巗姉惗挰惣塝4187-2,31.800588102325,130.53168494034,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,柖搰巗,擔摉嶳抧嬫岞柉娰,幁帣搰導柖搰巗搶嫿161,31.767349493934,130.75315446063,1,0,0,-,-,-,,,侾師旔擄強
幁帣搰導,墏旤巗,墏旤巗棫挬擔彫妛峑,幁帣搰導墏旤巗柤悾挬擔挰31-2,28.397321157694,129.52940575138,1,0,0,-,-,-,,,旔擄強
幁帣搰導,撿嬨廈巗,戝娵峑嬫岞柉娰,幁帣搰導撿嬨廈巗愳曈挰忋嶳揷7607,31.344812171133,130.34239501156,1,0,0,-,-,-,30恖,,旔擄強
幁帣搰導,慮墬孲戝嶈挰,拞壂彫妛峑,幁帣搰導慮墬孲戝嶈挰旽揷3119斣抧4,31.456955713482,131.02205926584,1,0,0,-,-,-,50恖,,旔擄応強丒旔擄強
幁帣搰導,撿偝偮傑巗,偪傛傑傞廤夛強,幁帣搰導撿偝偮傑巗,31.453932175969,130.35773459488,1,0,0,-,-,-,,,旔擄応強乮侾師奐愝乯丒旔擄強
幁帣搰導,埳嵅巗,杮忛彫妛峑,幁帣搰導埳嵅巗旽姞撿塝3449,31.989284522912,130.63183350489,1,0,0,-,-,-,,,嵭奞帪旔擄応強
幁帣搰導,枍嶈巗,枍嶈崅峑,幁帣搰導枍嶈巗娾嶈挰3,31.278204580648,130.28775167236,1,0,0,-,-,-,700恖,,戞擇旔擄強
幁帣搰導,柖搰巗,敼恖拞妛峑,幁帣搰導柖搰巗恀岶900-1,31.73118878249,130.73177424936,1,0,0,-,-,-,,,侾師旔擄強
幁帣搰導,弌悈孲挿搰挰,挿搰拞妛峑懱堢娰,幁帣搰導弌悈孲挿搰挰巜峕548,32.156387894723,130.12115780756,1,0,0,-,-,-,,,嵭奞帪旔擄応強
幁帣搰導,墏旤巗,柤悾丒棿嫿慄乮僑儖僼応曽岦乯,幁帣搰導墏旤巗,28.405235809211,129.51880322682,-,-,-,-,-,-,,,堦帪旔擄応強
幁帣搰導,擔抲巗,愵旜抧嬫岞柉娰,幁帣搰導擔抲巗擔媑挰媑棙7275,31.583079436116,130.38649168044,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,擔抲巗,幁帣搰忛惣崅摍妛峑懱堢娰,幁帣搰導擔抲巗埳廤堾挰惔摗1938,31.626262333496,130.41229297774,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,戝搰孲揤忛挰,壀慜彫妛峑懱堢娰,幁帣搰導戝搰孲揤忛挰愺娫,27.843203744847,128.89891746907,1,0,0,-,-,-,300恖,,旔擄強
幁帣搰導,垿椙孲桸悈挰,榁抾僐儈儏僯僥傿僙儞僞乕,幁帣搰導垿椙孲桸悈挰栘応5354,31.929391700008,130.75040643568,1,0,0,0,1,0,,,旔擄応強
幁帣搰導,垿椙孲桸悈挰,惣壓応抧嬫岞柉娰,幁帣搰導垿椙孲桸悈挰栘応299-1,31.950840715917,130.72006026668,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,撿偝偮傑巗,忋攏応尋廋僙儞僞乕,幁帣搰導撿偝偮傑巗,31.47493122495,130.34887826669,1,0,0,-,-,-,,,戞侾旔擄強
幁帣搰導,戝搰孲棿嫿挰,棿嫿曐寬暉巸娰,幁帣搰導戝搰孲棿嫿挰棿嫿159斣抧,28.450786103436,129.60426014626,-,-,-,1,1,0,,,巜掕嬞媫旔擄強丒巜掕旔擄強
幁帣搰導,孎栄孲壆媣搰挰,媑揷惗妶娰,幁帣搰導孎栄孲壆媣搰挰媑揷74,30.432855305028,130.463553837,1,0,0,-,-,-,122恖,,旔擄強
幁帣搰導,戝搰孲榓攽挰,埳墑帤岞柉娰,幁帣搰導戝搰孲榓攽挰埳墑1187-2,27.411540460502,128.64291974231,1,0,0,0,1,0,50恖,,旔擄応強丒旔擄強
幁帣搰導,撿嬨廈巗,撿嬨廈巗棫庤柂彫妛峑,幁帣搰導撿嬨廈巗抦棗挰孲10344,31.395341520638,130.49625002031,1,0,0,-,-,-,280恖,,旔擄強
幁帣搰導,弌悈孲挿搰挰,B仌G懱堢娰,幁帣搰導弌悈孲挿搰挰巜峕1546-3,32.162820033135,130.11130293737,1,0,0,-,-,-,,,嵭奞帪旔擄応強
幁帣搰導,戝搰孲棿嫿挰,挰曐寬僙儞僞乕,幁帣搰導戝搰孲棿嫿挰悾棷967斣抧,28.411957903382,129.59037004469,-,-,-,1,1,1,,,巜掕嬞媫旔擄強丒巜掕旔擄強
幁帣搰導,枍嶈巗,杚墍岞柉娰,幁帣搰導枍嶈巗,31.297839839263,130.27407201797,-,-,-,1,1,1,,,堦帪旔擄応強
幁帣搰導,戝搰孲榓攽挰,婌旤棷帤岞柉娰,幁帣搰導戝搰孲榓攽挰婌旤棷232-1,27.408913264767,128.66725660362,1,0,0,1,1,0,100恖,,旔擄応強丒旔擄強
幁帣搰導,幁壆巗,惣尨彫懱堢娰,幁帣搰導幁壆巗惣尨1-15-3,31.388732130931,130.84056335296,1,0,0,-,-,-,,,嬞媫旔擄峀応丒旔擄強
幁帣搰導,墏旤巗,廐梩恄幮,幁帣搰導墏旤巗妢棙挰愒栘柤棦,28.45303306607,129.67946970769,-,-,-,1,0,1,,,堦帪旔擄応強
幁帣搰導,戝搰孲摽擵搰挰,嶳拞妛峑,幁帣搰導戝搰孲摽擵搰挰嶳2177-3,27.869528235857,128.96283130911,1,0,0,-,-,-,,,旔擄強
幁帣搰導,戝搰孲棿嫿挰,媣応傊偒抧廤夛応,幁帣搰導戝搰孲棿嫿挰媣応664斣抧,28.435167451463,129.59558876905,-,-,-,1,1,0,,,巜掕嬞媫旔擄強丒巜掕旔擄強
幁帣搰導,嶧杸愳撪巗,暯嵅惣廤夛強,幁帣搰導嶧杸愳撪巗揤扖挰2211-1,31.825518810249,130.33081346695,1,0,0,0,1,0,50恖,,巜掕旔擄強
幁帣搰導,孎栄孲撿庬巕挰,媽宻撿拞妛峑懱堢娰,幁帣搰導孎栄孲撿庬巕挰宻塱655,30.390796303525,130.9416861733,1,0,0,-,-,-,200恖,,俀師旔擄強
幁帣搰導,垿椙孲桸悈挰,導塩廧戭廤夛巤愝,幁帣搰導垿椙孲桸悈挰愳惣762-2,32.014806005677,130.73767824538,1,0,0,0,1,0,,,旔擄応強
幁帣搰導,嶧杸愳撪巗,旙榚彫妛峑,幁帣搰導嶧杸愳撪巗搩擵尨3624,31.817736449418,130.38691967147,-,-,-,0,1,0,540恖,,巜掕旔擄応強丒巜掕旔擄強
幁帣搰導,擔抲巗,奆揷抧嬫岞柉娰懱堢娰,幁帣搰導擔抲巗搶巗棃挰搾揷4477-2,31.678710650789,130.35073466135,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,嶧杸愳撪巗,栶揷岞柉娰,幁帣搰導嶧杸愳撪巗揷奀挰7651-1,31.897168085997,130.31188113359,1,0,0,0,1,0,70恖,,巜掕旔擄強
幁帣搰導,慮墬孲戝嶈挰,旽揷擾懞娐嫬夵慞僙儞僞乕,幁帣搰導慮墬孲戝嶈挰旽揷2571斣抧,31.439991381636,131.03817180212,1,0,0,-,-,-,50恖,,旔擄応強丒旔擄強
幁帣搰導,墏旤巗,墏旤崅峑,幁帣搰導墏旤巗柤悾屆揷挰1-1,28.37167604462,129.49806244422,1,0,0,1,1,1,,,堦帪旔擄応強丒旔擄強
幁帣搰導,戝搰孲棿嫿挰,嬍棦僐儈儏僯僥傿乕僙儞僞乕,幁帣搰導戝搰孲棿嫿挰悾棷1575斣抧,28.416038152309,129.5891006212,-,-,-,1,1,0,,,巜掕嬞媫旔擄強丒巜掕旔擄強
幁帣搰導,墏旤巗,棦岞柉娰,幁帣搰導墏旤巗柤悾彫廻帤棦1693,28.397431403975,129.46616987116,1,0,0,1,1,1,,,旔擄強
幁帣搰導,柖搰巗,巼旜揷妶惈壔僙儞僞乕,幁帣搰導柖搰巗忋僲3755-5,31.895335082437,130.66308005653,1,0,0,-,-,-,,,侾師旔擄強
幁帣搰導,墏旤巗,嶈尨彫拞妛峑,幁帣搰導墏旤巗柤悾嶈尨44,28.336536345428,129.56117494655,1,0,0,1,1,1,,,旔擄強
幁帣搰導,戝搰孲梌榑挰,梌榑挰抧堟暉巸僙儞僞乕,幁帣搰導戝搰孲梌榑挰拑壴2643-3,27.051731578501,128.42495617734,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,垿椙孲桸悈挰,愳撿惣岞柉娰,幁帣搰導垿椙孲桸悈挰岾揷556-6,31.937133860044,130.67741093207,1,0,0,0,1,0,,,旔擄応強
幁帣搰導,撿偝偮傑巗,敀愳搶尋廋僙儞僞乕,幁帣搰導撿偝偮傑巗,31.434709891225,130.37796576642,1,0,0,-,-,-,,,戞侾旔擄強
幁帣搰導,撿嬨廈巗,愳曈傗偡傜偓偺嫿,幁帣搰導撿嬨廈巗愳曈挰惔悈6910,31.412734089523,130.43289692116,1,0,0,-,-,-,50恖,,旔擄強
幁帣搰導,垿椙巗,嶳揷抧嬫岞柉娰,幁帣搰導垿椙巗壓柤1188,31.77342636447,130.61402364737,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,孎栄孲壆媣搰挰,暯栰岞柉娰,幁帣搰導孎栄孲壆媣搰挰埨朳2617-207,30.28703951241,130.63258270286,1,0,0,-,-,-,101恖,,旔擄強
幁帣搰導,枍嶈巗,斅晘岞柉娰,幁帣搰導枍嶈巗,31.267416143108,130.33407026556,-,-,-,0,1,0,,,堦帪旔擄応強
幁帣搰導,枍嶈巗,曅暯嶳岞墍僌儔僂儞僪,幁帣搰導枍嶈巗,31.272166821643,130.30115137802,-,-,-,1,0,1,,,堦帪旔擄応強
幁帣搰導,嶧杸愳撪巗,孷摎堾曐寬僙儞僞乕,幁帣搰導嶧杸愳撪巗壓庤67,31.870779702704,130.49471858844,1,0,0,-,-,-,,,旔擄強
幁帣搰導,戝搰孲棿嫿挰,屗岥抧嬫怳嫽僙儞僞乕,幁帣搰導戝搰孲棿嫿挰屗岥1785斣抧,28.367164371947,129.58366375098,-,-,-,1,1,0,,,巜掕嬞媫旔擄強丒巜掕旔擄強
幁帣搰導,巜廻巗,拞墰岞柉娰,幁帣搰導巜廻巗廫挰2424斣抧,31.252930940904,130.63192281518,1,0,0,-,-,-,,,旔擄応強
幁帣搰導,娞懏孲撿戝嬿挰,戝拞旜彫妛峑,幁帣搰導娞懏孲撿戝嬿挰嵅懡埳嵗晘5929斣抧405,31.110755710905,130.77411190813,1,0,0,-,-,-,,,旔擄強
