CODE,都道府県名,二次医療圏,支援要否,医療派遣ステータス,名称,チーム数,更新日時,医師出勤状況,緊急時入力/入院病棟倒壊・倒壊の恐れ,緊急時入力/ライフライン・サプライ状況/電気使用不可,緊急時入力/ライフライン・サプライ状況/水使用不可,緊急時入力/ライフライン・サプライ状況/医療ガス使用不可,緊急時入力/ライフライン・サプライ状況/医薬品衛生資器材使用不可,緊急時入力/多数患者受診,緊急時入力/職員状況,緊急時入力/その他,緊急時入力/情報取得日時,緊急時入力/緊急連絡先/電話番号,緊急時入力/緊急連絡先/メールアドレス,緊急時入力/更新日時,詳細入力/施設の倒壊・倒壊の恐れ/入院病棟,詳細入力/施設の倒壊・倒壊の恐れ/救急外来,詳細入力/施設の倒壊・倒壊の恐れ/一般外来,詳細入力/施設の倒壊・倒壊の恐れ/手術室,詳細入力/施設の倒壊・倒壊の恐れ/その他,詳細入力/ライフライン・サプライ状況/電気使用不可,詳細入力/ライフライン・サプライ状況/水使用不可,詳細入力/ライフライン・サプライ状況/医療ガス使用不可,詳細入力/ライフライン・サプライ状況/配管損傷有無,詳細入力/ライフライン・サプライ状況/食糧供給なし,詳細入力/ライフライン・サプライ状況/医薬品供給なし,詳細入力/ライフライン・サプライ状況/詳細有無,詳細入力/機能/手術不可,詳細入力/機能/人工透析不可,詳細入力/現在の患者数状況/実働病床数,詳細入力/現在の患者数状況/受入患者数/重症,詳細入力/現在の患者数状況/受入患者数/中等症,詳細入力/現在の患者数状況/在院患者数/重症,詳細入力/現在の患者数状況/在院患者数/中等症,詳細入力/今後、転送が必要な患者数/重症,詳細入力/今後、転送が必要な患者数/中等症,詳細入力/今後、転送が必要な患者数/人工呼吸,詳細入力/今後、転送が必要な患者数/酸素,詳細入力/今後、転送が必要な患者数/担送,詳細入力/今後、転送が必要な患者数/護送,詳細入力/今後、受け入れ可能な患者数/災害時診療能力,詳細入力/今後、受け入れ可能な患者数/重症,詳細入力/今後、受け入れ可能な患者数/中等症,詳細入力/今後、受け入れ可能な患者数/人工呼吸,詳細入力/今後、受け入れ可能な患者数/酸素,詳細入力/今後、受け入れ可能な患者数/担送,詳細入力/今後、受け入れ可能な患者数/護送,詳細入力/外来受付状況/外来受付状況,詳細入力/外来受付状況/受付時間帯1/開始,詳細入力/外来受付状況/受付時間帯1/終了,詳細入力/外来受付状況/受付時間帯2/開始,詳細入力/外来受付状況/受付時間帯2/終了,詳細入力/外来受付状況/受付時間帯3/開始,詳細入力/外来受付状況/受付時間帯3/終了,詳細入力/職員数/出勤医師数,詳細入力/職員数/出勤医師数 内DMAT,詳細入力/職員数/出勤看護師数,詳細入力/職員数/出勤看護師数 内DMAT,詳細入力/職員数/その他出勤人数,詳細入力/職員数/その他出勤人数 内DMAT,詳細入力/その他/その他,詳細入力/情報取得日時,詳細入力/更新日時,救護所有無,所属本部,END
391395103200 ,高知県,高知市,要,支援中,潮江高橋病院,1,2016/6/29 15:19,0,0,1,1,0,0,0,1,,2016/6/29 15:09,,,2016/6/29 15:10,0,0,0,0,,2,2,2,0,2,2,,1,1,0,1,5,1,15,1,5,1,5,6,0,0,0,2,1,2,1,1,2,--：--,--：--,--：--,--：--,--：--,--：--,2,0,4,0,3,0,,2016/6/29 15:19,2016/6/29 15:19,0,,1
392395135660 ,高知県,高知市,要,支援中,内田脳神経外科,1,2016/6/29 15:19,0,1,1,1,1,1,1,1,東入り口前瓦礫あり。通行止め。,2016/6/29 15:08,,,2016/6/29 15:11,1,1,0,0,,2,2,2,1,2,2,ラクテック,1,1,0,30,50,50,70,40,60,20,50,50,30,0,0,0,0,0,0,0,1,--：--,--：--,--：--,--：--,--：--,--：--,20,5,80,10,50,3,,2016/6/29 15:11,2016/6/29 15:19,0,,1
391395100140 ,高知県,高知市,未,未入力,海辺の杜ホスピタル,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395106650 ,高知県,高知市,要,支援中,岡林病院,1,2016/6/29 15:09,0,0,0,1,1,1,1,1,,2016/6/29 15:08,,,2016/6/29 15:09,,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない, , , , , , ,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,, , ,設定しない,,1
391395101280 ,高知県,高知市,未,未入力,岡村病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395105060 ,高知県,高知市,要,支援中,上町病院,1,2016/6/29 15:17,0,0,0,1,1,1,0,1,,2016/6/29 15:09,9012345678,,2016/6/29 15:12,0,0,0,0,,2,3,2,0,2,2,,1,1,0,0,0,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,1,--：--,--：--,--：--,--：--,--：--,--：--,0,0,0,0,0,0,,2016/6/29 15:12,2016/6/29 15:17,0,,1
392395120510 ,高知県,高知市,未,未入力,かもだの診療所,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
392393109400 ,高知県,高知市,未,未入力,かわず皮フ科,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395101310 ,高知県,高知市,未,未入力,川村病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395103170 ,高知県,高知市,未,未入力,記念病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395101440 ,高知県,高知市,未,未入力,木村病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391393100700 ,高知県,高知市,未,未入力,きんろう病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395101570 ,高知県,高知市,要,支援中,国吉病院,1,2016/6/29 15:19,0,1,1,1,0,0,0,0,,2016/6/29 15:17,,,2016/6/29 15:18,0,1,0,0,,2,2,3,0,3,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,--：--,--：--,--：--,--：--,--：--,--：--,0,0,0,0,0,0,,2016/6/29 15:18,2016/6/29 15:19,0,,1
392395112690 ,高知県,高知市,未,未入力,けら小児科アレルギー科,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395101600 ,高知県,高知市,要,支援中,下司病院,1,2016/6/29 15:18,0,0,1,1,0,0,0,1,,2016/6/29 15:09,,,2016/6/29 15:10,0,0,0,,,2,2,3,0,3,3,,1,1,0,1,1,10,10,10,0,5,10,10,0,0,0,0,0,0,0,0,1,--：--,--：--,--：--,--：--,--：--,--：--,5,0,20,0,20,0,,2016/6/29 15:13,2016/6/29 15:18,0,,1
392396002990 ,高知県,高知市,未,未入力,こうせいこどもクリニック,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391393100540 ,高知県,高知市,未,支援中,高知医療センター,1, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,1,,1
391395100270 ,高知県,高知市,未,未入力,高知鏡川病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395102160 ,高知県,高知市,要,支援中,高知厚生病院,1,2016/6/29 15:18,0,1,1,1,1,1,1,1,建物は倒壊しており、医療行為が全く出来ない状況です,2016/6/29 15:10,9077220381,,2016/6/29 15:15,1,1,0,1,,1,2,2,0,2,2,t,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,--：--,--：--,--：--,--：--,--：--,--：--,0,0,0,0,0,0,,2016/6/29 15:17,2016/6/29 15:18,0,,1
391395105640 ,高知県,高知市,未,未入力,高知城東病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395101020 ,高知県,高知市,要,支援中,高知整形・脳外科病院,1,2016/6/29 15:18,0,1,0,0,1,1,1,1,,2016/6/29 15:08,,,2016/6/29 15:09,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,--：--,--：--,--：--,--：--,--：--,--：--,0,0,0,0,0,0,,2016/6/29 15:17,2016/6/29 15:18,0,,1
391395102320 ,高知県,高知市,未,手配済,高知赤十字病院,1, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395106230 ,高知県,高知市,未,未入力,高知総合リハビリテーション病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391393100410 ,高知県,高知市,要,支援中,高知高須病院,1,2016/6/29 15:08,0,1,1,1,1,1,1,1,,2016/6/29 15:08,,,2016/6/29 15:08,,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない, , , , , , ,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,, , ,設定しない,,1
391395106070 ,高知県,高知市,要,支援中,高知西病院,1,2016/6/29 15:15,0,0,0,0,0,0,1,0,多数傷病者あるが、職員は充足している,2016/6/29 15:12,9031939566,nonnon.nh@gmail.com,2016/6/29 15:15,,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない, , , , , , ,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,, , ,設定しない,,1
391395110370 ,高知県,高知市,要,支援中,高知脳神経外科病院,1,2016/6/29 14:56,0,0,0,0,0,0,1,0,,2016/6/29 14:49,,,2016/6/29 14:56,,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない, , , , , , ,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,, , ,設定しない,,1
391395101860 ,高知県,高知市,未,未入力,高知ハーモニーホスピタル,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395101730 ,高知県,高知市,未,未入力,高知病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
392393110780 ,高知県,高知市,未,未入力,高知ファミリークリニック,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395102610 ,高知県,高知市,-,-,国立病院機構高知病院,0,2016/6/29 15:17,0,0,0,0,0,0,0,0,,2016/6/29 15:16,,,2016/6/29 15:16,0,0,0,0,,3,4,3,,3,3,,0,0,424,2,10,15,70,0,0,0,0,0,0,4,3,10,0,0,0,0,,--：--,--：--,--：--,--：--,--：--,--：--,0,0,0,0,0,0,,2016/6/29 15:16,2016/6/29 15:17,0,,1
392393110490 ,高知県,高知市,未,未入力,こどもクリニック　ケロちゃん,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395106100 ,高知県,高知市,要,支援中,三愛病院,1,2016/6/29 15:16,0,0,0,1,0,0,1,1,水の供給がストップしているため、入院患者の透析が困難。他院への緊急転院が必要。,2016/6/29 15:10,,,2016/6/29 15:16,,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない, , , , , , ,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,, , ,設定しない,,1
391395102870 ,高知県,高知市,要,支援中,島本病院,1,2016/6/29 15:17,0,0,0,0,1,1,1,1,,2016/6/29 15:07,,,2016/6/29 15:17,,,,,,3,4,2,0,2,2,酸素ボンベ,1,1,0,3,15,100,30,1,5,1,3,2,4,0,2,7,2,7,2,7,2,0:00,23:00,--：--,--：--,--：--,--：--,0,0,0,0,0,0,,2016/6/29 15:08,2016/6/29 15:17,0,,1
391395106810 ,高知県,高知市,未,未入力,下村病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395109550 ,高知県,高知市,要,支援中,高知生協病院,1,2016/6/29 15:20,0,1,1,1,0,0,0,1,,2016/6/29 15:00,,,2016/6/29 15:20,1,,0,,,2,1,1,1,2,2,,1,1,0,4,20,4,10,4,8,0,0,0,0,0,0,0,0,0,0,0,1,--：--,--：--,--：--,--：--,--：--,--：--,3,1,10,2,3,2,,2016/6/29 15:08,2016/6/29 15:18,0,,1
391399999999 ,高知県,高知市,未,未入力,その他機関,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395106360 ,高知県,高知市,未,未入力,高橋病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395105800 ,高知県,高知市,要,支援中,竹下病院,1,2016/6/29 15:11,0,0,0,0,1,1,0,1,,2016/6/29 15:07,9052867740,,2016/6/29 15:11,,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない, , , , , , ,設定しない,設定しない,設定しない,設定しない,設定しない,設定しない,, , ,設定しない,,1
391395107080 ,高知県,高知市,要,支援中,田中整形外科病院,1,2016/6/29 15:17,0,0,0,0,0,0,1,1,,2016/6/29 14:57,,,2016/6/29 15:09,0,0,0,0,,3,4,3,,2,2,,1,1,0,2,5,3,15,2,0,2,2,2,0,0,0,0,0,0,0,0,1,--：--,--：--,--：--,--：--,--：--,--：--,3,0,15,0,20,0,,2016/6/29 15:17,2016/6/29 15:17,0,,1
391395100430 ,高知県,高知市,未,未入力,谷病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
392395142020 ,高知県,高知市,未,未入力,玉木内科小児科,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
392395138430 ,高知県,高知市,未,未入力,田村産婦人科,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395107790 ,高知県,高知市,未,未入力,田村内科整形外科病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395102900 ,高知県,高知市,未,未入力,だいいちリハビリテーション病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391393100670 ,高知県,高知市,未,未入力,近森オルソリハビリテーション病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395103460 ,高知県,高知市,未,未入力,近森病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395110660 ,高知県,高知市,未,未入力,近森リハビリテーション病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395103590 ,高知県,高知市,未,未入力,土佐田村病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395100560 ,高知県,高知市,要,支援中,土佐病院,1,2016/6/29 15:14,0,1,1,1,1,1,0,1,,2016/6/29 14:55,,,2016/6/29 14:57,1,1,1,0,,1,1,2,0,2,2,y,1,1,0,10,20,15,30,15,30,5,0,0,0,0,0,0,0,0,0,0,1,--：--,--：--,--：--,--：--,--：--,--：--,5,1,20,2,30,1,,2016/6/29 14:58,2016/6/29 15:14,0,,1
391395103750 ,高知県,高知市,要,支援中,図南病院,1,2016/6/29 15:18,0,0,0,0,1,1,1,1,,2016/6/29 15:10,,,2016/6/29 15:12,0,0,,1,,2,4,2,0,2,2,,1,1,0,10,15,110,115,7,10,0,0,0,0,0,0,0,0,0,0,0,1,--：--,--：--,--：--,--：--,--：--,--：--,10,0,30,1,15,1,,2016/6/29 15:18,2016/6/29 15:18,0,,1
392395119400 ,高知県,高知市,未,未入力,富田小児科,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
391395110400 ,高知県,高知市,要,支援中,中ノ橋病院,1,2016/6/29 15:18,0,0,0,0,0,1,0,0,,2016/6/29 14:59,,,2016/6/29 15:09,,,,,,,,,,,,,,,0,5,10,65,50,2,5,0,0,0,0,0,1,3,0,0,0,0,,--：--,--：--,--：--,--：--,--：--,--：--,10,2,100,10,30,5,,2016/6/29 15:18,2016/6/29 15:18,0,,1
391395109390 ,高知県,高知市,要,支援中,永井病院,1,2016/6/29 15:16,0,1,1,1,1,1,1,1,倒壊の恐れあり、入院患者の転院が必要。,2016/6/29 15:10,123456789,dmatinfo@wds.emis.go.jp,2016/6/29 15:11,1,1,1,1,,2,1,1,1,2,2,,1,1,0,3,5,50,80,53,85,2,36,53,67,0,0,0,0,0,0,0,1,--：--,--：--,--：--,--：--,--：--,--：--,10,1,80,2,30,1,,2016/6/29 15:11,2016/6/29 15:16,0,,1
391395103910 ,高知県,高知市,未,未入力,長浜病院,0, ,0,,,,,,,,, ,,, ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
